-9.000000000000003553e-01,8.000000000000000167e-02,3.200000000000000178e+00,5.000000000000000000e-01,1.399999999999999911e+00,1.294999999999999929e+00
-2.000000000000001776e-01,2.700000000000000178e-01,3.700000000000000178e+00,6.999999999999999556e-01,1.500000000000000000e+00,1.542499999999999982e+00
-5.000000000000000000e-01,1.900000000000000022e-01,3.299999999999999822e+00,5.400000000000000355e-01,1.399999999999999911e+00,1.357499999999999929e+00
-9.999999999999964473e-02,2.999999999999999889e-01,3.000000000000000000e+00,4.099999999999999756e-01,4.500000000000000000e+00,2.052500000000000213e+00
5.000000000000000000e-01,4.699999999999999734e-01,3.399999999999999911e+00,5.799999999999999600e-01,4.500000000000000000e+00,2.237499999999999822e+00
1.200000000000000178e+00,6.600000000000000311e-01,3.100000000000000089e+00,4.500000000000000111e-01,4.700000000000000178e+00,2.227500000000000036e+00
7.999999999999998224e-01,5.500000000000000444e-01,2.299999999999999822e+00,1.199999999999999956e-01,4.400000000000000355e+00,1.842500000000000027e+00
9.999999999999964473e-02,3.599999999999999867e-01,3.000000000000000000e+00,4.099999999999999756e-01,4.099999999999999645e+00,1.967499999999999805e+00
0.000000000000000000e+00,3.300000000000000155e-01,2.500000000000000000e+00,2.000000000000000111e-01,4.000000000000000000e+00,1.757500000000000062e+00
0.000000000000000000e+00,3.300000000000000155e-01,2.600000000000000089e+00,2.500000000000000000e-01,4.400000000000000355e+00,1.895000000000000018e+00
5.999999999999996447e-01,5.000000000000000000e-01,3.000000000000000000e+00,4.099999999999999756e-01,4.599999999999999645e+00,2.127499999999999947e+00
2.999999999999998224e-01,4.099999999999999756e-01,2.600000000000000089e+00,2.500000000000000000e-01,4.000000000000000000e+00,1.814999999999999947e+00
-5.000000000000000000e-01,1.900000000000000022e-01,2.299999999999999822e+00,1.199999999999999956e-01,3.299999999999999822e+00,1.477500000000000036e+00
9.999999999999964473e-02,3.599999999999999867e-01,2.700000000000000178e+00,2.899999999999999800e-01,4.200000000000000178e+00,1.887500000000000178e+00
2.000000000000001776e-01,3.800000000000000044e-01,3.000000000000000000e+00,4.099999999999999756e-01,4.200000000000000178e+00,1.997500000000000053e+00
2.000000000000001776e-01,3.800000000000000044e-01,2.899999999999999911e+00,3.699999999999999956e-01,4.200000000000000178e+00,1.962499999999999911e+00
7.000000000000001776e-01,5.200000000000000178e-01,2.899999999999999911e+00,3.699999999999999956e-01,4.299999999999999822e+00,2.022499999999999964e+00
-4.000000000000003553e-01,2.200000000000000011e-01,2.500000000000000000e+00,2.000000000000000111e-01,3.000000000000000000e+00,1.479999999999999982e+00
2.000000000000001776e-01,3.800000000000000044e-01,2.799999999999999822e+00,3.300000000000000155e-01,4.099999999999999645e+00,1.902499999999999858e+00
7.999999999999998224e-01,5.500000000000000444e-01,2.799999999999999822e+00,3.300000000000000155e-01,5.099999999999999645e+00,2.194999999999999840e+00
5.999999999999996447e-01,5.000000000000000000e-01,2.600000000000000089e+00,2.500000000000000000e-01,5.599999999999999645e+00,2.237499999999999822e+00
2.200000000000000178e+00,9.399999999999999467e-01,3.000000000000000000e+00,4.099999999999999756e-01,6.099999999999999645e+00,2.612499999999999822e+00
7.999999999999998224e-01,5.500000000000000444e-01,3.399999999999999911e+00,5.799999999999999600e-01,5.599999999999999645e+00,2.532499999999999751e+00
9.000000000000003553e-01,5.799999999999999600e-01,3.100000000000000089e+00,4.500000000000000111e-01,5.500000000000000000e+00,2.407499999999999751e+00
5.000000000000000000e-01,4.699999999999999734e-01,3.000000000000000000e+00,4.099999999999999756e-01,4.799999999999999822e+00,2.169999999999999929e+00
1.400000000000000355e+00,7.199999999999999734e-01,3.100000000000000089e+00,4.500000000000000111e-01,5.400000000000000355e+00,2.417500000000000426e+00
1.200000000000000178e+00,6.600000000000000311e-01,3.100000000000000089e+00,4.500000000000000111e-01,5.599999999999999645e+00,2.452499999999999680e+00
1.400000000000000355e+00,7.199999999999999734e-01,3.100000000000000089e+00,4.500000000000000111e-01,5.099999999999999645e+00,2.342500000000000249e+00
2.999999999999998224e-01,4.099999999999999756e-01,2.700000000000000178e+00,2.899999999999999800e-01,5.099999999999999645e+00,2.125000000000000000e+00
1.299999999999999822e+00,6.899999999999999467e-01,3.200000000000000178e+00,5.000000000000000000e-01,5.900000000000000355e+00,2.572500000000000231e+00
1.200000000000000178e+00,6.600000000000000311e-01,3.299999999999999822e+00,5.400000000000000355e-01,5.700000000000000178e+00,2.549999999999999822e+00
1.200000000000000178e+00,6.600000000000000311e-01,3.000000000000000000e+00,4.099999999999999756e-01,5.200000000000000178e+00,2.317499999999999893e+00
7.999999999999998224e-01,5.500000000000000444e-01,2.500000000000000000e+00,2.000000000000000111e-01,5.000000000000000000e+00,2.062500000000000000e+00
1.000000000000000000e+00,6.099999999999999867e-01,3.000000000000000000e+00,4.099999999999999756e-01,5.200000000000000178e+00,2.304999999999999716e+00
7.000000000000001776e-01,5.200000000000000178e-01,3.399999999999999911e+00,5.799999999999999600e-01,5.400000000000000355e+00,2.475000000000000089e+00
4.000000000000003553e-01,4.400000000000000022e-01,3.000000000000000000e+00,4.099999999999999756e-01,5.099999999999999645e+00,2.237499999999999822e+00
